drugbank_id,drug_name,relationship_type,target_name,gene_name,uniprot_id,action
DB00795,Sulfasalazine,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00795,Sulfasalazine,target,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00795,Sulfasalazine,target,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,P24752,inhibitor
DB00795,Sulfasalazine,target,Phospholipase A2,PLA2G1B,P04054,antagonist
DB00795,Sulfasalazine,target,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,O14920,inhibitor
DB00795,Sulfasalazine,target,Proto-oncogene c-Rel,REL,Q04864,activator
DB00795,Sulfasalazine,target,Transcription factor RelB,RELB,Q01201,activator
DB00795,Sulfasalazine,target,Transcription factor p65,RELA,Q04206,activator
DB00795,Sulfasalazine,target,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,inhibitor
DB00795,Sulfasalazine,target,Cystine/glutamate transporter,SLC7A11,Q9UPY5,inhibitor
DB00795,Sulfasalazine,target,Nuclear factor NF-kappa-B p105 subunit,NFKB1,P19838,inhibitor
DB00795,Sulfasalazine,target,Nuclear factor NF-kappa-B p100 subunit,NFKB2,Q00653,inhibitor
DB00795,Sulfasalazine,target,Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHUK,O15111,inhibitor
DB00795,Sulfasalazine,target,Peroxisome proliferator-activated receptor gamma,PPARG,P37231,agonist
DB00795,Sulfasalazine,carrier,Albumin,ALB,P02768,binder
DB00795,Sulfasalazine,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate; inhibitor
DB00795,Sulfasalazine,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00795,Sulfasalazine,transporter,Proton-coupled folate transporter,SLC46A1,Q96NT5,inhibitor
DB00795,Sulfasalazine,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB00795,Sulfasalazine,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Q9NPD5,inhibitor
DB00795,Sulfasalazine,transporter,Solute carrier organic anion transporter family member 2B1,SLCO2B1,O94956,inhibitor
DB00795,Sulfasalazine,transporter,Hepatic sodium/bile acid cotransporter,SLC10A1,Q14973,inhibitor
DB00798,Gentamicin,target,Small ribosomal subunit protein uS12,rpsL,P0A7S3,binder
DB00798,Gentamicin,target,NH(3)-dependent NAD(+) synthetase,nadE,P08164,inhibitor
DB00798,Gentamicin,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,substrate
DB00798,Gentamicin,transporter,Low-density lipoprotein receptor-related protein 2,LRP2,P98164,substrate
DB00798,Gentamicin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00802,Alfentanil,target,Mu-type opioid receptor,OPRM1,P35372,agonist
DB00802,Alfentanil,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00802,Alfentanil,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00802,Alfentanil,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00802,Alfentanil,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB00802,Alfentanil,carrier,Albumin,ALB,P02768,
DB00802,Alfentanil,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00811,Ribavirin,target,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,P20839,inhibitor
DB00811,Ribavirin,target,RNA-directed RNA polymerase L,L,P26676,antagonist
DB00811,Ribavirin,target,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,P12268,inhibitor
DB00811,Ribavirin,target,RNA-directed RNA polymerase catalytic subunit,PB1,P16502,inhibitor
DB00811,Ribavirin,enzyme,Cytosolic purine 5'-nucleotidase,NT5C2,P49902,modulator
DB00811,Ribavirin,enzyme,Adenosine kinase,ADK,P55263,activator
DB00811,Ribavirin,transporter,Solute carrier family 28 member 3,SLC28A3,Q9HAS3,substrate
DB00811,Ribavirin,transporter,Equilibrative nucleoside transporter 1,SLC29A1,Q99808,substrate
DB00813,Fentanyl,target,Mu-type opioid receptor,OPRM1,P35372,agonist
DB00813,Fentanyl,target,Delta-type opioid receptor,OPRD1,P41143,agonist
DB00813,Fentanyl,target,Kappa-type opioid receptor,OPRK1,P41145,agonist
DB00813,Fentanyl,target,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00813,Fentanyl,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00813,Fentanyl,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00813,Fentanyl,carrier,Albumin,ALB,P02768,binder
DB00813,Fentanyl,carrier,alpha1-acid glycoprotein,ORM1,P02763,binder
DB00813,Fentanyl,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00814,Meloxicam,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00814,Meloxicam,target,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00814,Meloxicam,enzyme,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,P52209,inhibitor
DB00814,Meloxicam,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00814,Meloxicam,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00814,Meloxicam,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00814,Meloxicam,carrier,Albumin,ALB,P02768,
DB00814,Meloxicam,transporter,ATP-binding cassette sub-family C member 4,ABCC4,O15439,binder
DB00829,Diazepam,target,GABA(A) Receptor,GABRA1,P14867,positive allosteric modulator
DB00829,Diazepam,target,GABA(A) Receptor Benzodiazepine Binding Site,GABRA1,P14867,ligand
DB00829,Diazepam,target,Translocator protein,TSPO,P30536,agonist
DB00829,Diazepam,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00829,Diazepam,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00829,Diazepam,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00829,Diazepam,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00829,Diazepam,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00829,Diazepam,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate
DB00829,Diazepam,enzyme,Prostaglandin G/H synthase 1,PTGS1,P23219,substrate
DB00829,Diazepam,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00829,Diazepam,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00829,Diazepam,carrier,Albumin,ALB,P02768,
DB00829,Diazepam,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00839,Tolazamide,target,"Sulfonylurea receptor 1, Kir6.2",ABCC8,Q09428,blocker
DB00839,Tolazamide,target,ATP-sensitive inward rectifier potassium channel 10,KCNJ10,P78508,blocker
DB00839,Tolazamide,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00842,Oxazepam,target,GABA(A) Receptor,GABRA1,P14867,positive allosteric modulator
DB00842,Oxazepam,target,GABA(A) Receptor Benzodiazepine Binding Site,GABRA1,P14867,ligand
DB00842,Oxazepam,target,Translocator protein,TSPO,P30536,agonist
DB00842,Oxazepam,enzyme,UDP-glucuronosyltransferase 2B15,UGT2B15,P54855,substrate
DB00842,Oxazepam,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00842,Oxazepam,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate
DB00842,Oxazepam,carrier,Albumin,ALB,P02768,binder
DB00843,Donepezil,target,Acetylcholinesterase,ACHE,P22303,inhibitor
DB00843,Donepezil,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,inducer
DB00843,Donepezil,target,Cholinesterase,BCHE,P06276,inducer
DB00843,Donepezil,target,Nitric oxide synthase 1,NOS1,P29475,inhibitor; inducer
DB00843,Donepezil,target,Tumor necrosis factor-inducible gene 6 protein,TNFAIP6,P98066,inhibitor
DB00843,Donepezil,target,Interleukin-1 beta,IL1B,P01584,inhibitor; inducer
DB00843,Donepezil,target,Nuclear factor NF-kappa-B,NFKB2,Q00653,inhibitor
DB00843,Donepezil,target,NMDA receptor,GRIN1,Q05586,downregulator
DB00843,Donepezil,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00843,Donepezil,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00843,Donepezil,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00843,Donepezil,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00850,Perphenazine,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB00850,Perphenazine,target,D(1A) dopamine receptor,DRD1,P21728,antagonist
DB00850,Perphenazine,target,Calmodulin,CALM1,P0DP23,inhibitor
DB00850,Perphenazine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00850,Perphenazine,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00850,Perphenazine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00850,Perphenazine,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00850,Perphenazine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00850,Perphenazine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00850,Perphenazine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00850,Perphenazine,carrier,Albumin,ALB,P02768,regulator
DB00857,Terbinafine,target,Squalene epoxidase ERG1,ERG1,Q92206,inhibitor
DB00857,Terbinafine,target,Squalene monooxygenase,SQLE,Q14534,inhibitor
DB00857,Terbinafine,enzyme,Prostaglandin G/H synthase 1,PTGS1,P23219,substrate
DB00857,Terbinafine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB00857,Terbinafine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00857,Terbinafine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00857,Terbinafine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inducer
DB00857,Terbinafine,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00857,Terbinafine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00857,Terbinafine,carrier,Albumin,ALB,P02768,binder
DB00857,Terbinafine,carrier,alpha1-acid glycoprotein,ORM1,P02763,binder
DB00857,Terbinafine,transporter,ABC multidrug transporter MDR2,MDR2,A0A059JJ46,substrate
DB00864,Tacrolimus,target,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,P62942,inhibitor
DB00864,Tacrolimus,target,Protein phosphatase 3 catalytic subunit alpha,PPP3CA,Q08209,inhibitor
DB00864,Tacrolimus,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00864,Tacrolimus,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00864,Tacrolimus,carrier,Albumin,ALB,P02768,substrate
DB00864,Tacrolimus,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,substrate
DB00864,Tacrolimus,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor; inducer
DB00864,Tacrolimus,transporter,Cholesterol transporter ABCA5,ABCA5,Q8WWZ7,substrate
DB00864,Tacrolimus,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB00877,Sirolimus,target,Serine/threonine-protein kinase mTOR,MTOR,P42345,inhibitor
DB00877,Sirolimus,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00877,Sirolimus,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00877,Sirolimus,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00877,Sirolimus,carrier,Albumin,ALB,P02768,binder
DB00877,Sirolimus,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB00877,Sirolimus,carrier,Apolipoproteins,APOA1,P02647,binder
DB00877,Sirolimus,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor; inducer
DB00877,Sirolimus,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB00877,Sirolimus,transporter,Multidrug and toxin extrusion protein 1,SLC47A1,Q96FL8,
DB00883,Isosorbide dinitrate,target,Atrial natriuretic peptide receptor 1,NPR1,P16066,agonist
DB00883,Isosorbide dinitrate,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,inhibitor
DB00884,Risedronic acid,target,Farnesyl pyrophosphate synthase,FDPS,P14324,inhibitor
DB00884,Risedronic acid,enzyme,Prostaglandin G/H synthase 2,PTGS2,P35354,inducer
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,P14867,agonist
DB00898,Ethanol,target,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,Q8TCU5,antagonist
DB00898,Ethanol,target,Glycine receptor subunit alpha-1,GLRA1,P23415,agonist
DB00898,Ethanol,target,Glycine receptor subunit alpha-2,GLRA2,P23416,agonist
DB00898,Ethanol,target,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,Q02641,inhibitor
DB00898,Ethanol,target,5-hydroxytryptamine receptor 3A,HTR3A,P46098,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,P47869,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,Q9GZZ6,
DB00898,Ethanol,target,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,Q13936,inhibitor
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,P31644,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,P48169,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,P34903,
DB00898,Ethanol,target,Glutamate receptor 1,GRIA1,P42261,
DB00898,Ethanol,target,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,Q06432,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,Q15822,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,Q16445,
DB00898,Ethanol,target,Glutamate receptor 2,GRIA2,P42262,
DB00898,Ethanol,target,Glutamate receptor 4,GRIA4,P48058,
DB00898,Ethanol,target,Glutamate receptor 3,GRIA3,P42263,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,P43681,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,P17787,
DB00898,Ethanol,target,G protein-activated inward rectifier potassium channel 1,KCNJ3,P48549,
DB00898,Ethanol,target,G protein-activated inward rectifier potassium channel 2,KCNJ6,P48051,
DB00898,Ethanol,target,Vascular cell adhesion protein 1,VCAM1,P19320,
DB00898,Ethanol,target,Equilibrative nucleoside transporter 1,SLC29A1,Q99808,
DB00898,Ethanol,target,G protein-activated inward rectifier potassium channel 4,KCNJ5,P48544,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,P36544,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,Q9UGM1,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,P18505,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,P28472,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,P47870,
DB00898,Ethanol,target,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,Q13698,inhibitor
DB00898,Ethanol,target,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,Q01668,inhibitor
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,P30926,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,P32297,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-5,CHRNA5,P30532,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit alpha-6,CHRNA6,Q15825,
DB00898,Ethanol,target,Neuronal acetylcholine receptor subunit beta-3,CHRNB3,Q05901,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,Q8N1C3,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,Q99928,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,P78334,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit pi,GABRP,O00591,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit theta,GABRQ,Q9UN88,
DB00898,Ethanol,target,Gamma-aminobutyric acid receptor subunit delta,GABRD,O14764,
DB00898,Ethanol,target,Equilibrative nucleoside transporter 2,SLC29A2,Q14542,
DB00898,Ethanol,target,5-hydroxytryptamine receptor 3E,HTR3E,A5X5Y0,
DB00898,Ethanol,target,5-hydroxytryptamine receptor 3B,HTR3B,O95264,
DB00898,Ethanol,target,5-hydroxytryptamine receptor 3D,HTR3D,Q70Z44,
DB00898,Ethanol,target,5-hydroxytryptamine receptor 3C,HTR3C,Q8WXA8,
DB00898,Ethanol,target,Voltage-dependent calcium channel gamma-2 subunit,CACNG2,Q9Y698,
DB00898,Ethanol,target,G protein-activated inward rectifier potassium channel 3,KCNJ9,Q92806,
DB00898,Ethanol,target,Neural cell adhesion molecule L1,L1CAM,P32004,
DB00898,Ethanol,target,Acetylcholinesterase,ACHE,P22303,activator
DB00898,Ethanol,target,All-trans-retinol dehydrogenase [NAD(+)] ADH7,ADH7,P40394,substrate
DB00898,Ethanol,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inhibitor
DB00898,Ethanol,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00898,Ethanol,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00898,Ethanol,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB00898,Ethanol,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB00898,Ethanol,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate; inducer
DB00898,Ethanol,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor; inducer
DB00898,Ethanol,enzyme,Cytochrome P450 4A11,CYP4A11,Q02928,inducer
DB00898,Ethanol,enzyme,Alcohol dehydrogenase 1A,ADH1A,P07327,substrate
DB00898,Ethanol,enzyme,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,ADH1B,P00325,substrate
DB00898,Ethanol,enzyme,Alcohol dehydrogenase 1C,ADH1C,P00326,substrate
DB00898,Ethanol,enzyme,Alcohol dehydrogenase class-3,ADH5,P11766,substrate
DB00898,Ethanol,enzyme,All-trans-retinol dehydrogenase [NAD(+)] ADH4,ADH4,P08319,substrate
DB00898,Ethanol,enzyme,All-trans-retinol dehydrogenase [NAD(+)] ADH7,ADH7,P40394,substrate
DB00898,Ethanol,enzyme,Alcohol dehydrogenase 6,ADH6,P28332,substrate
DB00898,Ethanol,enzyme,Aldo-keto reductase family 1 member A1,AKR1A1,P14550,substrate
DB00899,Remifentanil,target,Mu-type opioid receptor,OPRM1,P35372,agonist
DB00899,Remifentanil,target,Delta-type opioid receptor,OPRD1,P41143,agonist
DB00899,Remifentanil,target,Kappa-type opioid receptor,OPRK1,P41145,agonist
DB00904,Ondansetron,target,5-hydroxytryptamine receptor 3A,HTR3A,P46098,antagonist
DB00904,Ondansetron,target,5-hydroxytryptamine receptor 4,HTR4,Q13639,agonist
DB00904,Ondansetron,target,Mu-type opioid receptor,OPRM1,P35372,other/unknown
DB00904,Ondansetron,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,other/unknown
DB00904,Ondansetron,target,5-hydroxytryptamine receptor 1B,HTR1B,P28222,other/unknown
DB00904,Ondansetron,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00904,Ondansetron,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate; inhibitor
DB00904,Ondansetron,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00904,Ondansetron,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00904,Ondansetron,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00904,Ondansetron,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00904,Ondansetron,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00908,Quinidine,target,Sodium channel protein type 5 subunit alpha,SCN5A,Q14524,inhibitor
DB00908,Quinidine,target,Potassium channel subfamily K member 1,KCNK1,O00180,inhibitor
DB00908,Quinidine,target,Potassium channel subfamily K member 6,KCNK6,Q9Y257,inhibitor
DB00908,Quinidine,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB00908,Quinidine,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00908,Quinidine,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00908,Quinidine,target,Alpha-1D adrenergic receptor,ADRA1D,P25100,antagonist
DB00908,Quinidine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00908,Quinidine,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00908,Quinidine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB00908,Quinidine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00908,Quinidine,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00908,Quinidine,enzyme,Cytochrome P450 1A1,CYP1A1,P04798,inhibitor
DB00908,Quinidine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00908,Quinidine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor
DB00908,Quinidine,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,inhibitor
DB00908,Quinidine,carrier,Albumin,ALB,P02768,binder
DB00908,Quinidine,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB00908,Quinidine,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB00908,Quinidine,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,inhibitor
DB00908,Quinidine,transporter,Organic cation/carnitine transporter 2,SLC22A5,O76082,inhibitor
DB00908,Quinidine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00908,Quinidine,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,inhibitor
DB00908,Quinidine,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,inhibitor
DB00908,Quinidine,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,inhibitor
DB00908,Quinidine,transporter,Solute carrier family 22 member 4,SLC22A4,Q9H015,inhibitor
DB00908,Quinidine,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB00908,Quinidine,transporter,Bile salt export pump,ABCB11,O95342,inhibitor
