drugbank_id,drug_name,relationship_type,target_name,gene_name,uniprot_id,action
DB00675,Tamoxifen,carrier,Albumin,ALB,P02768,substrate
DB00675,Tamoxifen,carrier,Thyroxine-binding globulin,SERPINA7,P05543,inducer
DB00675,Tamoxifen,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor; inducer
DB00675,Tamoxifen,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00675,Tamoxifen,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00675,Tamoxifen,transporter,Bile salt export pump,ABCB11,O95342,inhibitor
DB00675,Tamoxifen,transporter,Phospholipid-transporting ATPase ABCA1,ABCA1,O95477,substrate
DB00679,Thioridazine,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB00679,Thioridazine,target,D(1A) dopamine receptor,DRD1,P21728,antagonist
DB00679,Thioridazine,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00679,Thioridazine,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00679,Thioridazine,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00679,Thioridazine,target,Voltage-gated inwardly rectifying potassium channel KCNH2,KCNH2,Q12809,inhibitor
DB00679,Thioridazine,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,inhibitor
DB00679,Thioridazine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00679,Thioridazine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00682,Warfarin,target,Vitamin K epoxide reductase complex subunit 1,VKORC1,Q9BQB6,inhibitor
DB00682,Warfarin,target,Nuclear receptor subfamily 1 group I member 2,NR1I2,O75469,agonist
DB00682,Warfarin,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inducer
DB00682,Warfarin,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00682,Warfarin,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00682,Warfarin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inducer
DB00682,Warfarin,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00682,Warfarin,enzyme,Cytochrome P450 2C18,CYP2C18,P33260,substrate
DB00682,Warfarin,carrier,Albumin,ALB,P02768,binder; regulator
DB00682,Warfarin,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB00683,Midazolam,target,GABA(A) Receptor,GABRA1,P14867,positive allosteric modulator
DB00683,Midazolam,target,GABA(A) Receptor Benzodiazepine Binding Site,GABRA1,P14867,ligand
DB00683,Midazolam,target,Translocator protein,TSPO,P30536,modulator
DB00683,Midazolam,target,Adenosine receptor A2a,ADORA2A,P29274,potentiator
DB00683,Midazolam,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00683,Midazolam,enzyme,UDP-glucuronosyltransferase 1A4,UGT1A4,P22310,substrate
DB00683,Midazolam,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00683,Midazolam,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00683,Midazolam,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00683,Midazolam,enzyme,UDP-glucuronosyltransferase 2B4,UGT2B4,P06133,substrate
DB00683,Midazolam,carrier,Albumin,ALB,P02768,binder
DB00683,Midazolam,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB00683,Midazolam,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00683,Midazolam,transporter,Excitatory amino acid transporter 2,SLC1A2,P43004,inhibitor
DB00694,Daunorubicin,target,DNA topoisomerase 2-alpha,TOP2A,P11388,inhibitor
DB00694,Daunorubicin,target,DNA topoisomerase 2-beta,TOP2B,Q02880,inhibitor
DB00694,Daunorubicin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00694,Daunorubicin,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,inducer
DB00694,Daunorubicin,enzyme,NADPH--cytochrome P450 reductase,POR,P16435,substrate; inducer
DB00694,Daunorubicin,enzyme,Cytochrome P450 1B1,CYP1B1,Q16678,inhibitor
DB00694,Daunorubicin,enzyme,Aldo-keto reductase family 1 member B1,AKR1B1,P15121,substrate
DB00694,Daunorubicin,enzyme,Carbonyl reductase [NADPH] 1,CBR1,P16152,substrate
DB00694,Daunorubicin,enzyme,Carbonyl reductase [NADPH] 3,CBR3,O75828,substrate
DB00694,Daunorubicin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor; inducer
DB00694,Daunorubicin,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,substrate; inhibitor
DB00694,Daunorubicin,transporter,ATP-binding cassette sub-family C member 10,ABCC10,Q5T3U5,substrate
DB00694,Daunorubicin,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00694,Daunorubicin,transporter,ATP-binding cassette sub-family C member 6,ABCC6,O95255,substrate
DB00695,Furosemide,target,Solute carrier family 12 member 1,SLC12A1,Q13621,inhibitor
DB00695,Furosemide,target,Carbonic anhydrase 2,CA2,P00918,inhibitor
DB00695,Furosemide,target,G-protein coupled receptor 35,GPR35,Q9HC97,agonist
DB00695,Furosemide,enzyme,"6-phosphogluconate dehydrogenase, decarboxylating",PGD,P52209,inhibitor
DB00695,Furosemide,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00695,Furosemide,carrier,Albumin,ALB,P02768,binder
DB00695,Furosemide,carrier,Thyroxine-binding globulin,SERPINA7,P05543,binder
DB00695,Furosemide,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor; inducer
DB00695,Furosemide,transporter,Organic cation/carnitine transporter 2,SLC22A5,O76082,inhibitor
DB00695,Furosemide,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,inhibitor
DB00695,Furosemide,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,inhibitor
DB00695,Furosemide,transporter,Solute carrier organic anion transporter family member 2A1,SLCO2A1,Q92959,inhibitor
DB00695,Furosemide,transporter,Solute carrier family 22 member 11,SLC22A11,Q9NSA0,inhibitor
DB00698,Nitrofurantoin,target,Probable pyruvate-flavodoxin oxidoreductase,ydbK,P52647,potentiator
DB00698,Nitrofurantoin,target,Oxygen-insensitive NADPH nitroreductase,nfsA,P17117,potentiator
DB00698,Nitrofurantoin,target,Small ribosomal subunit protein uS10,rpsJ,P0A7R5,inhibitor
DB00698,Nitrofurantoin,enzyme,NADPH--cytochrome P450 reductase,POR,P16435,substrate
DB00698,Nitrofurantoin,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00698,Nitrofurantoin,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB00698,Nitrofurantoin,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00698,Nitrofurantoin,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,
DB00703,Methazolamide,target,Carbonic anhydrase 1,CA1,P00915,inhibitor
DB00703,Methazolamide,target,Carbonic anhydrase 4,CA4,P22748,inhibitor
DB00703,Methazolamide,target,Carbonic anhydrase 2,CA2,P00918,inhibitor
DB00703,Methazolamide,target,Carbonic anhydrase 7,CA7,P43166,inhibitor
DB00703,Methazolamide,target,Carbonic anhydrase 3,CA3,P07451,inhibitor
DB00703,Methazolamide,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB00704,Naltrexone,target,Mu-type opioid receptor,OPRM1,P35372,antagonist
DB00704,Naltrexone,target,Kappa-type opioid receptor,OPRK1,P41145,antagonist
DB00704,Naltrexone,target,Delta-type opioid receptor,OPRD1,P41143,antagonist
DB00704,Naltrexone,target,Sigma non-opioid intracellular receptor 1,SIGMAR1,Q99720,antagonist
DB00704,Naltrexone,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00706,Tamsulosin,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00706,Tamsulosin,target,Alpha-1D adrenergic receptor,ADRA1D,P25100,antagonist
DB00706,Tamsulosin,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00706,Tamsulosin,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00706,Tamsulosin,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00706,Tamsulosin,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,
DB00708,Sufentanil,target,Mu-type opioid receptor,OPRM1,P35372,agonist
DB00708,Sufentanil,target,Delta-type opioid receptor,OPRD1,P41143,agonist
DB00708,Sufentanil,target,Kappa-type opioid receptor,OPRK1,P41145,binder
DB00708,Sufentanil,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00712,Flurbiprofen,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00712,Flurbiprofen,target,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00712,Flurbiprofen,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00712,Flurbiprofen,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate; inhibitor
DB00712,Flurbiprofen,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,P35503,substrate
DB00712,Flurbiprofen,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate
DB00712,Flurbiprofen,enzyme,UDP-glucuronosyltransferase 2B4,UGT2B4,P06133,substrate
DB00712,Flurbiprofen,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00712,Flurbiprofen,carrier,Albumin,ALB,P02768,other/unknown
DB00712,Flurbiprofen,transporter,ATP-binding cassette sub-family C member 4,ABCC4,O15439,inhibitor
DB00712,Flurbiprofen,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB00715,Paroxetine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00715,Paroxetine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00715,Paroxetine,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,agonist
DB00715,Paroxetine,target,Alpha-1 adrenergic receptors,ADRA1A,P35348,binder
DB00715,Paroxetine,target,Alpha-2 adrenergic receptors,ADRA2A,P08913,binder
DB00715,Paroxetine,target,Beta adrenergic receptor,ADRB1,P08588,inhibitor
DB00715,Paroxetine,target,D(2) dopamine receptor,DRD2,P14416,other/unknown
DB00715,Paroxetine,target,Histamine H1 receptor,HRH1,P35367,inhibitor
DB00715,Paroxetine,target,Muscarinic acetylcholine receptor,CHRM1,P11229,inhibitor
DB00715,Paroxetine,target,5-hydroxytryptamine receptor 2B,HTR2B,P41595,agonist
DB00715,Paroxetine,target,D(1) dopamine receptor,DRD1,P21728,other/unknown
DB00715,Paroxetine,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00715,Paroxetine,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate; inhibitor
DB00715,Paroxetine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00715,Paroxetine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00715,Paroxetine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00715,Paroxetine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB00715,Paroxetine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00726,Trimipramine,target,Sodium-dependent serotonin transporter,SLC6A4,P31645,inhibitor
DB00726,Trimipramine,target,Sodium-dependent noradrenaline transporter,SLC6A2,P23975,inhibitor
DB00726,Trimipramine,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor
DB00726,Trimipramine,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,agonist
DB00726,Trimipramine,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,antagonist
DB00726,Trimipramine,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00726,Trimipramine,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00726,Trimipramine,target,D(2) dopamine receptor,DRD2,P14416,other/unknown
DB00726,Trimipramine,target,Alpha-2B adrenergic receptor,ADRA2B,P18089,other/unknown
DB00726,Trimipramine,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00726,Trimipramine,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00726,Trimipramine,target,5-hydroxytryptamine receptor 3A,HTR3A,P46098,binder
DB00726,Trimipramine,target,5-hydroxytryptamine receptor 1D,HTR1D,P28221,binder
DB00726,Trimipramine,target,Alpha-2A adrenergic receptor,ADRA2A,P08913,antagonist
DB00726,Trimipramine,target,D(1) dopamine receptor,DRD1,P21728,binder
DB00726,Trimipramine,target,Beta adrenergic receptor,ADRB1,P08588,binder
DB00726,Trimipramine,target,Muscarinic acetylcholine receptor,CHRM1,P11229,binder
DB00726,Trimipramine,target,5-hydroxytryptamine receptor 2C,Htr2c,P08909,binder
DB00726,Trimipramine,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00726,Trimipramine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00726,Trimipramine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00726,Trimipramine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00734,Risperidone,target,5-hydroxytryptamine receptor 2A,HTR2A,P28223,antagonist
DB00734,Risperidone,target,D(2) dopamine receptor,DRD2,P14416,antagonist
DB00734,Risperidone,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,antagonist
DB00734,Risperidone,target,Alpha-2B adrenergic receptor,ADRA2B,P18089,antagonist
DB00734,Risperidone,target,Alpha-1A adrenergic receptor,ADRA1A,P35348,antagonist
DB00734,Risperidone,target,Alpha-2C adrenergic receptor,ADRA2C,P18825,antagonist
DB00734,Risperidone,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00734,Risperidone,target,5-hydroxytryptamine receptor 2C,HTR2C,P28335,antagonist
DB00734,Risperidone,target,5-hydroxytryptamine receptor 1D,HTR1D,P28221,antagonist
DB00734,Risperidone,target,5-hydroxytryptamine receptor 1A,HTR1A,P08908,antagonist
DB00734,Risperidone,target,5-hydroxytryptamine receptor 7,HTR7,P34969,antagonist
DB00734,Risperidone,target,D(1A) dopamine receptor,DRD1,P21728,antagonist
DB00734,Risperidone,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate; inhibitor
DB00734,Risperidone,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00734,Risperidone,carrier,Albumin,ALB,P02768,binder
DB00734,Risperidone,carrier,Alpha-1-acid glycoprotein 1,ORM1,P02763,binder
DB00734,Risperidone,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00736,Esomeprazole,target,Potassium-transporting ATPase alpha chain 1,ATP4A,P20648,inhibitor
DB00736,Esomeprazole,target,Potassium-transporting ATPase subunit beta,ATP4B,P51164,modulator
DB00736,Esomeprazole,target,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,O94760,
DB00736,Esomeprazole,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate; inhibitor
DB00736,Esomeprazole,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00736,Esomeprazole,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00736,Esomeprazole,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,inhibitor
DB00737,Meclizine,target,Histamine H1 receptor,HRH1,P35367,antagonist
DB00737,Meclizine,target,Nuclear receptor subfamily 1 group I member 3,NR1I3,Q14994,inverse agonist
DB00737,Meclizine,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00737,Meclizine,carrier,Albumin,ALB,P02768,binder
DB00745,Modafinil,target,Sodium-dependent dopamine transporter,SLC6A3,Q01959,inhibitor
DB00745,Modafinil,target,Alpha-1B adrenergic receptor,ADRA1B,P35368,partial agonist
DB00745,Modafinil,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB00745,Modafinil,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inducer
DB00745,Modafinil,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate; inducer
DB00745,Modafinil,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inducer
DB00745,Modafinil,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor; inducer
DB00745,Modafinil,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor; inducer
DB00745,Modafinil,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inducer
DB00753,Isoflurane,target,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,P14867,agonist
DB00753,Isoflurane,target,Calcium-transporting ATPase type 2C member 1,ATP2C1,P98194,inhibitor
DB00753,Isoflurane,target,Glycine receptor subunit alpha-1,GLRA1,P23415,agonist
DB00753,Isoflurane,target,Glutamate receptor 1,GRIA1,P42261,antagonist
DB00753,Isoflurane,target,Potassium voltage-gated channel subfamily A member 1,KCNA1,Q09470,inducer
DB00753,Isoflurane,target,GABA(A) Receptor,GABRA1,P14867,positive allosteric modulator
DB00753,Isoflurane,target,"ATP synthase F(1) complex subunit delta, mitochondrial",ATP5F1D,P30049,unknown
DB00753,Isoflurane,target,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,P43681,antagonist
DB00753,Isoflurane,target,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,P17787,antagonist
DB00753,Isoflurane,target,Calmodulin,CALM1,P0DP23,other/unknown
DB00753,Isoflurane,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate; inducer
DB00753,Isoflurane,enzyme,NADH-ubiquinone oxidoreductase chain 1,MT-ND1,P03886,inhibitor
DB00753,Isoflurane,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00753,Isoflurane,carrier,Albumin,ALB,P02768,
DB00757,Dolasetron,target,5-hydroxytryptamine receptor 3A,HTR3A,P46098,antagonist
DB00757,Dolasetron,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00757,Dolasetron,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00757,Dolasetron,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,substrate
DB00758,Clopidogrel,target,P2Y purinoceptor 12,P2RY12,Q9H244,antagonist
DB00758,Clopidogrel,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate; inhibitor
DB00758,Clopidogrel,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00758,Clopidogrel,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,inhibitor
DB00758,Clopidogrel,enzyme,Liver carboxylesterase 1,CES1,P23141,substrate
DB00758,Clopidogrel,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate
DB00758,Clopidogrel,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,substrate; inhibitor
DB00758,Clopidogrel,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00758,Clopidogrel,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,substrate
DB00758,Clopidogrel,carrier,Albumin,ALB,P02768,binder
DB00758,Clopidogrel,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00758,Clopidogrel,transporter,Solute carrier family 22 member 1,SLC22A1,O15245,inhibitor
DB00758,Clopidogrel,transporter,Solute carrier family 22 member 2,SLC22A2,O15244,inhibitor
DB00762,Irinotecan,target,"DNA topoisomerase I, mitochondrial",TOP1MT,Q969P6,inhibitor
DB00762,Irinotecan,target,DNA topoisomerase 1,TOP1,P11387,inhibitor
DB00762,Irinotecan,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor
DB00762,Irinotecan,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00762,Irinotecan,enzyme,Cytochrome P450 3A7,CYP3A7,P24462,substrate
DB00762,Irinotecan,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00762,Irinotecan,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate
DB00762,Irinotecan,enzyme,Human Carboxylesterases,CES2,O00748,substrate
DB00762,Irinotecan,carrier,Albumin,ALB,P02768,substrate; binder
DB00762,Irinotecan,transporter,Solute carrier family 22 member 3,SLC22A3,O75751,inhibitor
DB00762,Irinotecan,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,Q9Y6L6,inhibitor
DB00762,Irinotecan,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,substrate
DB00762,Irinotecan,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00762,Irinotecan,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00762,Irinotecan,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate
DB00763,Methimazole,target,Thyroid peroxidase,TPO,P07202,substrate; inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 2A6,CYP2A6,P11509,inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 2B6,CYP2B6,P20813,inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 2D6,CYP2D6,P10635,inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,inhibitor
DB00763,Methimazole,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor
DB00763,Methimazole,enzyme,Flavin-containing monooxygenase 3,FMO3,P31513,substrate
DB00773,Etoposide,target,DNA topoisomerase 2-alpha,TOP2A,P11388,inhibitor
DB00773,Etoposide,target,DNA topoisomerase 2-beta,TOP2B,Q02880,inhibitor
DB00773,Etoposide,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00773,Etoposide,enzyme,Cytochrome P450 2E1,CYP2E1,P05181,substrate
DB00773,Etoposide,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,substrate
DB00773,Etoposide,enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,P22309,substrate
DB00773,Etoposide,enzyme,Glutathione S-transferase theta-1,GSTT1,P30711,substrate
DB00773,Etoposide,enzyme,Glutathione S-transferase P,GSTP1,P09211,substrate
DB00773,Etoposide,enzyme,Prostaglandin G/H synthase 2,PTGS2,P35354,substrate
DB00773,Etoposide,enzyme,Prostaglandin G/H synthase 1,PTGS1,P23219,substrate
DB00773,Etoposide,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,substrate; inhibitor; inducer
DB00773,Etoposide,transporter,ATP-binding cassette sub-family C member 3,ABCC3,O15438,substrate; inhibitor
DB00773,Etoposide,transporter,ATP-binding cassette sub-family C member 6,ABCC6,O95255,substrate; inhibitor
DB00773,Etoposide,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate; inhibitor
DB00773,Etoposide,transporter,Multidrug resistance-associated protein 1,ABCC1,P33527,substrate; inhibitor
DB00773,Etoposide,transporter,ATP-binding cassette sub-family C member 10,ABCC10,Q5T3U5,substrate; inhibitor
DB00773,Etoposide,transporter,ATP-binding cassette sub-family C member 2,ABCC2,Q92887,substrate; inhibitor
DB00773,Etoposide,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Q9UNQ0,substrate
DB00776,Oxcarbazepine,target,Sodium channel protein type 11 subunit alpha,SCN11A,Q9UI33,blocker
DB00776,Oxcarbazepine,target,Sodium channel protein,SCN1A,P35498,inhibitor
DB00776,Oxcarbazepine,enzyme,Aldo-keto reductase family 1 member C1,AKR1C1,Q04828,substrate
DB00776,Oxcarbazepine,enzyme,Aldo-keto reductase family 1 member C2,AKR1C2,P52895,substrate
DB00776,Oxcarbazepine,enzyme,Aldo-keto reductase family 1 member C3,AKR1C3,P42330,substrate
DB00776,Oxcarbazepine,enzyme,Aldo-keto reductase family 1 member C4,AKR1C4,P17516,substrate
DB00776,Oxcarbazepine,enzyme,Carbonyl reductase [NADPH] 1,CBR1,P16152,substrate
DB00776,Oxcarbazepine,enzyme,Carbonyl reductase [NADPH] 3,CBR3,O75828,substrate
DB00776,Oxcarbazepine,enzyme,Cytochrome P450 2C19,CYP2C19,P33261,inhibitor
DB00776,Oxcarbazepine,enzyme,Cytochrome P450 3A4,CYP3A4,P08684,inhibitor; inducer
DB00776,Oxcarbazepine,enzyme,Cytochrome P450 3A5,CYP3A5,P20815,inhibitor; inducer
DB00776,Oxcarbazepine,carrier,Albumin,ALB,P02768,substrate
DB00776,Oxcarbazepine,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,substrate
DB00779,Nalidixic acid,target,DNA gyrase subunit A,gyrA,P0AES4,inhibitor
DB00779,Nalidixic acid,target,DNA gyrase subunit B,gyrB,P0AES6,inhibitor
DB00779,Nalidixic acid,enzyme,"Tryptophan 2,3-dioxygenase",TDO2,P48775,inhibitor
DB00779,Nalidixic acid,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,inhibitor
DB00779,Nalidixic acid,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB00788,Naproxen,target,Prostaglandin G/H synthase 1,PTGS1,P23219,inhibitor
DB00788,Naproxen,target,Prostaglandin G/H synthase 2,PTGS2,P35354,inhibitor
DB00788,Naproxen,target,Pancreatic triacylglycerol lipase,PNLIP,P16233,inhibitor
DB00788,Naproxen,target,Peptostreptococcal albumin-binding protein,pab,Q51911,binder
DB00788,Naproxen,enzyme,Cytochrome P450 2C8,CYP2C8,P10632,substrate
DB00788,Naproxen,enzyme,UDP-glucuronosyltransferase 2B7,UGT2B7,P16662,substrate
DB00788,Naproxen,enzyme,UDP-glucuronosyltransferase 1A3,UGT1A3,P35503,substrate
DB00788,Naproxen,enzyme,UDP-glucuronosyltransferase 1A6,UGT1A6,P19224,substrate
DB00788,Naproxen,enzyme,UDP-glucuronosyltransferase 1A7,UGT1A7,Q9HAW7,substrate
DB00788,Naproxen,enzyme,UDP-glucuronosyltransferase 1A8,UGT1A8,Q9HAW9,substrate
DB00788,Naproxen,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,O60656,substrate
DB00788,Naproxen,enzyme,UDP-glucuronosyltransferase 1A10,UGT1A10,Q9HAW8,substrate
DB00788,Naproxen,enzyme,Cytochrome P450 2C9,CYP2C9,P11712,substrate
DB00788,Naproxen,enzyme,Cytochrome P450 1A2,CYP1A2,P05177,substrate
DB00788,Naproxen,carrier,Albumin,ALB,P02768,
DB00788,Naproxen,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,P46721,inhibitor
DB00788,Naproxen,transporter,Solute carrier family 22 member 6,SLC22A6,Q4U2R8,inhibitor
DB00788,Naproxen,transporter,Bile salt export pump,ABCB11,O95342,substrate
DB00788,Naproxen,transporter,ATP-dependent translocase ABCB1,ABCB1,P08183,inhibitor
DB00788,Naproxen,transporter,Organic anion transporter 3,SLC22A8,Q8TCC7,
DB00795,Sulfasalazine,target,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,P09917,inhibitor
